store_id,item_id,date,daily_quantity
1,1,2023-11-11,1020
1,1,2023-11-12,954
1,1,2023-11-13,1037
1,1,2023-11-14,1035
1,1,2023-11-15,1003
1,1,2023-11-16,975
1,1,2023-11-17,1017
1,1,2023-11-18,1043
1,1,2023-11-19,1103
1,1,2023-11-20,1069
1,1,2023-11-21,994
1,1,2023-11-22,1077
1,1,2023-11-23,991
1,1,2023-11-24,1005
1,1,2023-11-25,936
1,1,2023-11-26,1013
1,1,2023-11-27,1103
1,1,2023-11-28,1001
1,1,2023-11-29,1001
1,1,2023-11-30,1015
1,1,2023-12-01,1008
1,1,2023-12-02,975
1,1,2023-12-03,1093
1,1,2023-12-04,1007
1,1,2023-12-05,894
1,1,2023-12-06,929
1,1,2023-12-07,876
1,1,2023-12-08,1035
1,1,2023-12-09,1004
1,1,2023-12-10,1024
1,1,2023-12-11,981
1,1,2023-12-12,990
1,1,2023-12-13,965
1,1,2023-12-14,971
1,1,2023-12-15,1032
1,1,2023-12-16,1022
1,1,2023-12-17,1031
1,1,2023-12-18,965
1,1,2023-12-19,1017
1,1,2023-12-20,1050
1,1,2023-12-21,1010
1,1,2023-12-22,994
1,1,2023-12-23,1023
1,1,2023-12-24,1066
1,1,2023-12-25,1074
1,1,2023-12-26,1071
1,1,2023-12-27,1060
1,1,2023-12-28,965
1,1,2023-12-29,990
1,1,2023-12-30,931
1,1,2023-12-31,1013
1,1,2024-01-01,934
1,1,2024-01-02,1036
1,1,2024-01-03,1025
1,1,2024-01-04,991
1,1,2024-01-05,1037
1,1,2024-01-06,1081
1,1,2024-01-07,939
1,1,2024-01-08,971
1,1,2024-01-09,1057
1,1,2024-01-10,938
1,1,2024-01-11,1060
1,1,2024-01-12,966
1,1,2024-01-13,961
1,1,2024-01-14,929
1,1,2024-01-15,1031
1,1,2024-01-16,1037
1,1,2024-01-17,1042
1,1,2024-01-18,959
1,1,2024-01-19,1049
1,1,2024-01-20,1053
1,1,2024-01-21,922
1,1,2024-01-22,957
1,1,2024-01-23,1038
1,1,2024-01-24,1084
1,1,2024-01-25,999
1,1,2024-01-26,948
1,1,2024-01-27,994
1,1,2024-01-28,1052
1,1,2024-01-29,996
1,1,2024-01-30,1002
1,1,2024-01-31,905
1,1,2024-02-01,962
1,1,2024-02-02,965
1,1,2024-02-03,941
1,1,2024-02-04,1061
1,1,2024-02-05,976
1,1,2024-02-06,930
1,1,2024-02-07,922
1,1,2024-02-08,975
1,1,2024-02-09,1008
1,1,2024-02-10,942
1,1,2024-02-11,1050
1,1,2024-02-12,944
1,1,2024-02-13,1007
1,1,2024-02-14,1005
1,1,2024-02-15,944
1,1,2024-02-16,956
1,1,2024-02-17,976
1,1,2024-02-18,987
1,1,2024-02-19,1043
1,1,2024-02-20,987
1,1,2024-02-21,1058
1,1,2024-02-22,1047
1,1,2024-02-23,934
1,1,2024-02-24,1016
1,1,2024-02-25,991
1,1,2024-02-26,991
1,1,2024-02-27,983
1,1,2024-02-28,911
1,1,2024-02-29,1009
1,1,2024-03-01,998
1,1,2024-03-02,992
1,1,2024-03-03,955
1,1,2024-03-04,991
1,1,2024-03-05,1007
1,1,2024-03-06,1037
1,1,2024-03-07,1014
1,1,2024-03-08,950
1,1,2024-03-09,913
1,1,2024-03-10,1107
1,1,2024-03-11,1054
1,1,2024-03-12,999
1,1,2024-03-13,1023
1,1,2024-03-14,1015
1,1,2024-03-15,980
1,1,2024-03-16,1033
1,1,2024-03-17,1072
1,1,2024-03-18,1011
1,1,2024-03-19,1006
1,1,2024-03-20,1091
1,1,2024-03-21,950
1,1,2024-03-22,1034
1,1,2024-03-23,1043
1,1,2024-03-24,999
1,1,2024-03-25,1003
1,1,2024-03-26,1002
1,1,2024-03-27,996
1,1,2024-03-28,1005
1,1,2024-03-29,1040
1,1,2024-03-30,1054
1,1,2024-03-31,1037
1,1,2024-04-01,1075
1,1,2024-04-02,1002
1,1,2024-04-03,1073
1,1,2024-04-04,920
1,1,2024-04-05,889
1,1,2024-04-06,943
1,1,2024-04-07,1018
1,1,2024-04-08,1030
1,1,2024-04-09,961
1,1,2024-04-10,1016
1,1,2024-04-11,1016
1,1,2024-04-12,994
1,1,2024-04-13,1019
1,1,2024-04-14,907
1,1,2024-04-15,944
1,1,2024-04-16,931
1,1,2024-04-17,1037
1,1,2024-04-18,951
1,1,2024-04-19,944
1,1,2024-04-20,978
1,1,2024-04-21,932
1,1,2024-04-22,986
1,1,2024-04-23,1029
1,1,2024-04-24,1006
1,1,2024-04-25,1034
1,1,2024-04-26,958
1,1,2024-04-27,1035
1,1,2024-04-28,1109
1,1,2024-04-29,975
1,1,2024-04-30,1034
1,1,2024-05-01,1042
1,1,2024-05-02,1061
1,1,2024-05-03,1020
1,1,2024-05-04,952
1,1,2024-05-05,1041
1,1,2024-05-06,1013
1,1,2024-05-07,973
1,1,2024-05-08,977
1,1,2024-05-09,960
1,1,2024-05-10,902
1,1,2024-05-11,985
1,1,2024-05-12,954
1,1,2024-05-13,1057
1,1,2024-05-14,938
1,1,2024-05-15,1040
1,1,2024-05-16,953
1,1,2024-05-17,982
1,1,2024-05-18,955
1,1,2024-05-19,959
1,1,2024-05-20,940
1,1,2024-05-21,1009
1,1,2024-05-22,970
1,1,2024-05-23,1098
1,1,2024-05-24,954
1,1,2024-05-25,954
1,1,2024-05-26,952
1,1,2024-05-27,984
1,1,2024-05-28,975
1,1,2024-05-29,1012
1,1,2024-05-30,921
1,1,2024-05-31,1043
1,1,2024-06-01,994
1,1,2024-06-02,991
1,1,2024-06-03,909
1,1,2024-06-04,1013
1,1,2024-06-05,1087
1,1,2024-06-06,1020
1,1,2024-06-07,1017
1,1,2024-06-08,1133
1,1,2024-06-09,958
1,1,2024-06-10,952
1,1,2024-06-11,1004
1,1,2024-06-12,898
1,1,2024-06-13,1020
1,1,2024-06-14,880
1,1,2024-06-15,1041
1,1,2024-06-16,994
1,1,2024-06-17,1029
1,1,2024-06-18,1042
1,1,2024-06-19,1022
1,1,2024-06-20,1021
1,1,2024-06-21,1073
1,1,2024-06-22,1076
1,1,2024-06-23,1062
1,1,2024-06-24,1035
1,1,2024-06-25,1039
1,1,2024-06-26,1074
1,1,2024-06-27,1001
1,1,2024-06-28,936
1,1,2024-06-29,1039
1,1,2024-06-30,888
1,1,2024-07-01,1006
1,1,2024-07-02,995
1,1,2024-07-03,945
1,1,2024-07-04,1040
1,1,2024-07-05,981
1,1,2024-07-06,951
1,1,2024-07-07,870
1,1,2024-07-08,1024
1,1,2024-07-09,990
1,1,2024-07-10,1044
1,1,2024-07-11,925
1,1,2024-07-12,1001
1,1,2024-07-13,931
1,1,2024-07-14,1005
1,1,2024-07-15,1058
1,1,2024-07-16,977
1,1,2024-07-17,940
1,1,2024-07-18,1132
1,1,2024-07-19,1005
1,1,2024-07-20,1079
1,1,2024-07-21,947
1,1,2024-07-22,954
1,1,2024-07-23,994
1,1,2024-07-24,985
1,1,2024-07-25,971
1,1,2024-07-26,1014
1,1,2024-07-27,1014
1,1,2024-07-28,957
1,1,2024-07-29,1015
1,1,2024-07-30,962
1,1,2024-07-31,944
1,1,2024-08-01,922
1,1,2024-08-02,932
1,1,2024-08-03,1020
1,1,2024-08-04,1087
1,1,2024-08-05,1055
1,1,2024-08-06,1076
1,1,2024-08-07,972
1,1,2024-08-08,1033
1,1,2024-08-09,972
1,1,2024-08-10,1086
1,1,2024-08-11,1010
1,1,2024-08-12,1009
1,1,2024-08-13,990
1,1,2024-08-14,939
1,1,2024-08-15,997
1,1,2024-08-16,1035
1,1,2024-08-17,933
1,1,2024-08-18,1010
1,1,2024-08-19,992
1,1,2024-08-20,967
1,1,2024-08-21,928
1,1,2024-08-22,1020
1,1,2024-08-23,1014
1,1,2024-08-24,1024
1,1,2024-08-25,1029
1,1,2024-08-26,960
1,1,2024-08-27,1023
1,1,2024-08-28,921
1,1,2024-08-29,1028
1,1,2024-08-30,1000
1,1,2024-08-31,948
1,1,2024-09-01,1023
1,1,2024-09-02,945
1,1,2024-09-03,1027
1,1,2024-09-04,951
1,1,2024-09-05,981
1,1,2024-09-06,1015
1,1,2024-09-07,1057
1,1,2024-09-08,943
1,1,2024-09-09,902
1,1,2024-09-10,1036
1,1,2024-09-11,977
1,1,2024-09-12,970
1,1,2024-09-13,1025
1,1,2024-09-14,1056
1,1,2024-09-15,1042
1,1,2024-09-16,975
1,1,2024-09-17,887
1,1,2024-09-18,953
1,1,2024-09-19,1043
1,1,2024-09-20,966
1,1,2024-09-21,976
1,1,2024-09-22,900
1,1,2024-09-23,993
1,1,2024-09-24,997
1,1,2024-09-25,981
1,1,2024-09-26,1012
1,1,2024-09-27,967
1,1,2024-09-28,958
1,1,2024-09-29,995
1,1,2024-09-30,1063
1,1,2024-10-01,975
1,1,2024-10-02,1049
1,1,2024-10-03,1016
1,1,2024-10-04,1025
1,1,2024-10-05,1015
1,1,2024-10-06,951
1,1,2024-10-07,1022
1,1,2024-10-08,1037
1,1,2024-10-09,1019
1,1,2024-10-10,1005
1,1,2024-10-11,993
1,1,2024-10-12,952
1,1,2024-10-13,1092
1,1,2024-10-14,968
1,1,2024-10-15,1110
1,1,2024-10-16,959
1,1,2024-10-17,1066
1,1,2024-10-18,997
1,1,2024-10-19,1008
1,1,2024-10-20,960
1,1,2024-10-21,1030
1,1,2024-10-22,988
1,1,2024-10-23,986
1,1,2024-10-24,1037
1,1,2024-10-25,921
1,1,2024-10-26,993
1,1,2024-10-27,961
1,1,2024-10-28,1037
1,1,2024-10-29,1016
1,1,2024-10-30,1012
1,1,2024-10-31,949
1,1,2024-11-01,943
1,1,2024-11-02,1008
1,1,2024-11-03,1071
1,1,2024-11-04,981
1,1,2024-11-05,935
1,1,2024-11-06,1017
1,1,2024-11-07,899
1,1,2024-11-08,974
1,1,2024-11-09,940
1,1,2024-11-10,987
1,1,2024-11-11,934
1,1,2024-11-12,1008
1,1,2024-11-13,957
1,1,2024-11-14,1034
1,1,2024-11-15,962
1,1,2024-11-16,1008
1,1,2024-11-17,1028
1,1,2024-11-18,1051
1,1,2024-11-19,972
1,1,2024-11-20,1130
1,1,2024-11-21,1041
1,1,2024-11-22,975
1,1,2024-11-23,952
1,1,2024-11-24,997
1,1,2024-11-25,978
1,1,2024-11-26,907
1,1,2024-11-27,1033
1,1,2024-11-28,975
1,1,2024-11-29,1009
1,1,2024-11-30,996
1,1,2024-12-01,990
1,1,2024-12-02,1061
1,1,2024-12-03,1060
1,1,2024-12-04,984
1,1,2024-12-05,965
1,1,2024-12-06,928
1,1,2024-12-07,1029
1,1,2024-12-08,991
1,1,2024-12-09,1026
1,1,2024-12-10,1050
1,1,2024-12-11,1006
1,1,2024-12-12,995
1,1,2024-12-13,1042
1,1,2024-12-14,1012
1,1,2024-12-15,1091
1,1,2024-12-16,1075
1,1,2024-12-17,899
1,1,2024-12-18,1102
1,1,2024-12-19,1004
1,1,2024-12-20,1031
1,1,2024-12-21,957
1,1,2024-12-22,969
1,1,2024-12-23,968
1,1,2024-12-24,964
1,1,2024-12-25,912
1,1,2024-12-26,1039
1,1,2024-12-27,1071
1,1,2024-12-28,1010
1,1,2024-12-29,1058
1,1,2024-12-30,1030
1,1,2024-12-31,985
1,1,2025-01-01,989
1,1,2025-01-02,941
1,1,2025-01-03,1077
1,1,2025-01-04,987
1,1,2025-01-05,973
1,1,2025-01-06,921
1,1,2025-01-07,1114
1,1,2025-01-08,1016
1,1,2025-01-09,933
1,1,2025-01-10,913
1,1,2025-01-11,1012
1,1,2025-01-12,964
1,1,2025-01-13,965
1,1,2025-01-14,975
1,1,2025-01-15,1028
1,1,2025-01-16,1069
1,1,2025-01-17,987
1,1,2025-01-18,954
1,1,2025-01-19,962
1,1,2025-01-20,941
1,1,2025-01-21,1031
1,1,2025-01-22,985
1,1,2025-01-23,1057
1,1,2025-01-24,923
1,1,2025-01-25,1019
1,1,2025-01-26,990
1,1,2025-01-27,964
1,1,2025-01-28,982
1,1,2025-01-29,1053
1,1,2025-01-30,945
1,1,2025-01-31,959
1,1,2025-02-01,980
1,1,2025-02-02,916
1,1,2025-02-03,971
1,1,2025-02-04,1007
1,1,2025-02-05,938
1,1,2025-02-06,972
1,1,2025-02-07,974
1,1,2025-02-08,1058
1,1,2025-02-09,992
1,1,2025-02-10,1027
1,1,2025-02-11,960
1,1,2025-02-12,1052
1,1,2025-02-13,1086
1,1,2025-02-14,927
1,1,2025-02-15,949
1,1,2025-02-16,990
1,1,2025-02-17,851
1,1,2025-02-18,941
1,1,2025-02-19,1033
1,1,2025-02-20,959
1,1,2025-02-21,1028
1,1,2025-02-22,1003
1,1,2025-02-23,1047
1,1,2025-02-24,1016
1,1,2025-02-25,1100
1,1,2025-02-26,1001
1,1,2025-02-27,1015
1,1,2025-02-28,950
1,1,2025-03-01,1009
1,1,2025-03-02,959
1,1,2025-03-03,984
1,1,2025-03-04,977
1,1,2025-03-05,986
1,1,2025-03-06,892
1,1,2025-03-07,1008
1,1,2025-03-08,1029
1,1,2025-03-09,1079
1,1,2025-03-10,993
1,1,2025-03-11,1083
1,1,2025-03-12,935
1,1,2025-03-13,924
1,1,2025-03-14,871
1,1,2025-03-15,1009
1,1,2025-03-16,992
1,1,2025-03-17,1016
1,1,2025-03-18,963
1,1,2025-03-19,1045
1,1,2025-03-20,973
1,1,2025-03-21,1016
1,1,2025-03-22,1030
1,1,2025-03-23,1006
1,1,2025-03-24,986
1,1,2025-03-25,991
1,1,2025-03-26,1060
1,1,2025-03-27,960
1,1,2025-03-28,1018
1,1,2025-03-29,879
1,1,2025-03-30,986
1,1,2025-03-31,1056
1,1,2025-04-01,964
1,1,2025-04-02,1030
1,1,2025-04-03,1039
1,1,2025-04-04,973
1,1,2025-04-05,980
1,1,2025-04-06,1015
1,1,2025-04-07,1010
1,1,2025-04-08,964
1,1,2025-04-09,837
1,1,2025-04-10,991
1,1,2025-04-11,1013
1,1,2025-04-12,986
1,1,2025-04-13,1016
1,1,2025-04-14,1064
1,1,2025-04-15,1011
1,1,2025-04-16,1014
1,1,2025-04-17,1056
1,1,2025-04-18,1067
1,1,2025-04-19,936
1,1,2025-04-20,1021
1,1,2025-04-21,958
1,1,2025-04-22,921
1,1,2025-04-23,983
1,1,2025-04-24,994
1,1,2025-04-25,1030
1,1,2025-04-26,1020
1,1,2025-04-27,859
1,1,2025-04-28,994
1,1,2025-04-29,1069
1,1,2025-04-30,1006
1,1,2025-05-01,947
1,1,2025-05-02,1065
1,1,2025-05-03,962
1,1,2025-05-04,1015
1,1,2025-05-05,915
1,1,2025-05-06,937
1,1,2025-05-07,1025
1,1,2025-05-08,959
1,1,2025-05-09,1025
1,1,2025-05-10,1108
1,1,2025-05-11,983
1,1,2025-05-12,975
1,1,2025-05-13,991
1,1,2025-05-14,1012
1,1,2025-05-15,1034
1,1,2025-05-16,1001
1,1,2025-05-17,982
1,1,2025-05-18,1010
1,1,2025-05-19,967
1,1,2025-05-20,1027
1,1,2025-05-21,960
1,1,2025-05-22,985
1,1,2025-05-23,1024
1,1,2025-05-24,990
1,1,2025-05-25,1071
1,1,2025-05-26,962
1,1,2025-05-27,998
1,1,2025-05-28,1044
1,1,2025-05-29,954
1,1,2025-05-30,1057
1,1,2025-05-31,925
1,1,2025-06-01,1044
1,1,2025-06-02,1070
1,1,2025-06-03,1043
1,1,2025-06-04,1030
1,1,2025-06-05,931
1,1,2025-06-06,997
1,1,2025-06-07,1038
1,1,2025-06-08,1056
1,1,2025-06-09,1072
1,1,2025-06-10,958
1,1,2025-06-11,1027
1,1,2025-06-12,1046
1,1,2025-06-13,1013
1,1,2025-06-14,915
1,1,2025-06-15,1018
1,1,2025-06-16,1060
1,1,2025-06-17,988
1,1,2025-06-18,967
1,1,2025-06-19,1019
1,1,2025-06-20,1019
1,1,2025-06-21,1007
1,1,2025-06-22,1024
1,1,2025-06-23,992
1,1,2025-06-24,961
1,1,2025-06-25,1035
1,1,2025-06-26,1069
1,1,2025-06-27,954
1,1,2025-06-28,949
1,1,2025-06-29,1007
1,1,2025-06-30,1042
1,2,2023-07-01,997
1,2,2023-07-02,1051
1,2,2023-07-03,1017
1,2,2023-07-04,889
1,2,2023-07-05,1015
1,2,2023-07-06,1019
1,2,2023-07-07,1018
1,2,2023-07-08,1002
1,2,2023-07-09,1098
1,2,2023-07-10,1024
1,2,2023-07-11,978
1,2,2023-07-12,1038
1,2,2023-07-13,1067
1,2,2023-07-14,1012
1,2,2023-07-15,1031
1,2,2023-07-16,1047
1,2,2023-07-17,1050
1,2,2023-07-18,1059
1,2,2023-07-19,1024
1,2,2023-07-20,1081
1,2,2023-07-21,970
1,2,2023-07-22,959
1,2,2023-07-23,973
1,2,2023-07-24,1008
1,2,2023-07-25,1005
1,2,2023-07-26,1132
1,2,2023-07-27,959
1,2,2023-07-28,980
1,2,2023-07-29,960
1,2,2023-07-30,1033
1,2,2023-07-31,951
1,2,2023-08-01,986
1,2,2023-08-02,1027
1,2,2023-08-03,962
1,2,2023-08-04,1054
1,2,2023-08-05,978
1,2,2023-08-06,1102
1,2,2023-08-07,999
1,2,2023-08-08,1059
1,2,2023-08-09,938
1,2,2023-08-10,980
1,2,2023-08-11,960
1,2,2023-08-12,1124
1,2,2023-08-13,960
1,2,2023-08-14,1004
1,2,2023-08-15,1059
1,2,2023-08-16,1076
1,2,2023-08-17,926
1,2,2023-08-18,953
1,2,2023-08-19,1046
1,2,2023-08-20,996
1,2,2023-08-21,923
1,2,2023-08-22,926
1,2,2023-08-23,1009
1,2,2023-08-24,973
1,2,2023-08-25,911
1,2,2023-08-26,884
1,2,2023-08-27,964
1,2,2023-08-28,950
1,2,2023-08-29,1006
1,2,2023-08-30,1073
1,2,2023-08-31,1085
1,2,2023-09-01,1074
1,2,2023-09-02,944
1,2,2023-09-03,1118
1,2,2023-09-04,997
1,2,2023-09-05,972
1,2,2023-09-06,983
1,2,2023-09-07,1007
1,2,2023-09-08,1007
1,2,2023-09-09,1037
1,2,2023-09-10,1019
1,2,2023-09-11,1026
1,2,2023-09-12,1003
1,2,2023-09-13,1012
1,2,2023-09-14,1116
1,2,2023-09-15,993
1,2,2023-09-16,943
1,2,2023-09-17,964
1,2,2023-09-18,971
1,2,2023-09-19,1103
1,2,2023-09-20,1002
1,2,2023-09-21,960
1,2,2023-09-22,998
1,2,2023-09-23,907
1,2,2023-09-24,1015
1,2,2023-09-25,1081
1,2,2023-09-26,964
1,2,2023-09-27,1005
1,2,2023-09-28,1005
1,2,2023-09-29,1006
1,2,2023-09-30,1045
1,2,2023-10-01,978
1,2,2023-10-02,1010
1,2,2023-10-03,1002
1,2,2023-10-04,912
1,2,2023-10-05,969
1,2,2023-10-06,1017
1,2,2023-10-07,962
1,2,2023-10-08,951
1,2,2023-10-09,1050
1,2,2023-10-10,976
1,2,2023-10-11,946
1,2,2023-10-12,1006
1,2,2023-10-13,931
1,2,2023-10-14,983
1,2,2023-10-15,989
1,2,2023-10-16,968
1,2,2023-10-17,943
1,2,2023-10-18,945
1,2,2023-10-19,1082
1,2,2023-10-20,989
1,2,2023-10-21,1034
1,2,2023-10-22,1001
1,2,2023-10-23,931
1,2,2023-10-24,952
1,2,2023-10-25,975
1,2,2023-10-26,947
1,2,2023-10-27,1008
1,2,2023-10-28,1064
1,2,2023-10-29,1075
1,2,2023-10-30,935
1,2,2023-10-31,1060
1,2,2023-11-01,1069
1,2,2023-11-02,1011
1,2,2023-11-03,953
1,2,2023-11-04,983
1,2,2023-11-05,1007
1,2,2023-11-06,1032
1,2,2023-11-07,1028
1,2,2023-11-08,948
1,2,2023-11-09,989
1,2,2023-11-10,917
1,2,2023-11-11,1019
1,2,2023-11-12,928
1,2,2023-11-13,1009
1,2,2023-11-14,972
1,2,2023-11-15,1044
1,2,2023-11-16,962
1,2,2023-11-17,1032
1,2,2023-11-18,1032
1,2,2023-11-19,924
1,2,2023-11-20,993
1,2,2023-11-21,1010
1,2,2023-11-22,907
1,2,2023-11-23,931
1,2,2023-11-24,968
1,2,2023-11-25,976
1,2,2023-11-26,1013
1,2,2023-11-27,921
1,2,2023-11-28,1019
1,2,2023-11-29,959
1,2,2023-11-30,1020
1,2,2023-12-01,979
1,2,2023-12-02,980
1,2,2023-12-03,1025
1,2,2023-12-04,969
1,2,2023-12-05,958
1,2,2023-12-06,935
1,2,2023-12-07,1049
1,2,2023-12-08,1021
1,2,2023-12-09,1058
1,2,2023-12-10,1036
1,2,2023-12-11,927
1,2,2023-12-12,1056
1,2,2023-12-13,881
1,2,2023-12-14,990
1,2,2023-12-15,1064
1,2,2023-12-16,976
1,2,2023-12-17,995
1,2,2023-12-18,1083
1,2,2023-12-19,954
1,2,2023-12-20,1002
1,2,2023-12-21,950
1,2,2023-12-22,974
1,2,2023-12-23,1024
1,2,2023-12-24,1057
1,2,2023-12-25,989
1,2,2023-12-26,1017
1,2,2023-12-27,1089
1,2,2023-12-28,1025
1,2,2023-12-29,990
1,2,2023-12-30,1054
1,2,2023-12-31,1047
1,2,2024-01-01,1041
1,2,2024-01-02,977
1,2,2024-01-03,1035
1,2,2024-01-04,1015
1,2,2024-01-05,1029
1,2,2024-01-06,991
1,2,2024-01-07,1072
1,2,2024-01-08,957
1,2,2024-01-09,1122
1,2,2024-01-10,922
1,2,2024-01-11,964
1,2,2024-01-12,968
1,2,2024-01-13,965
1,2,2024-01-14,1002
1,2,2024-01-15,1005
1,2,2024-01-16,977
1,2,2024-01-17,1037
1,2,2024-01-18,987
1,2,2024-01-19,990
1,2,2024-01-20,961
1,2,2024-01-21,993
1,2,2024-01-22,914
1,2,2024-01-23,997
1,2,2024-01-24,995
1,2,2024-01-25,995
1,2,2024-01-26,1025
1,2,2024-01-27,1060
1,2,2024-01-28,957
1,2,2024-01-29,1013
1,2,2024-01-30,876
1,2,2024-01-31,974
1,2,2024-02-01,937
1,2,2024-02-02,984
1,2,2024-02-03,988
1,2,2024-02-04,1047
1,2,2024-02-05,942
1,2,2024-02-06,1063
1,2,2024-02-07,974
1,2,2024-02-08,998
1,2,2024-02-09,971
1,2,2024-02-10,956
1,2,2024-02-11,1014
1,2,2024-02-12,923
1,2,2024-02-13,1016
1,2,2024-02-14,1097
1,2,2024-02-15,960
1,2,2024-02-16,1020
1,2,2024-02-17,960
1,2,2024-02-18,922
1,2,2024-02-19,1067
1,2,2024-02-20,1006
1,2,2024-02-21,1029
1,2,2024-02-22,988
1,2,2024-02-23,875
1,2,2024-02-24,1072
1,2,2024-02-25,1100
1,2,2024-02-26,961
1,2,2024-02-27,1030
1,2,2024-02-28,973
1,2,2024-02-29,918
1,2,2024-03-01,980
1,2,2024-03-02,986
1,2,2024-03-03,1071
1,2,2024-03-04,998
1,2,2024-03-05,965
1,2,2024-03-06,989
1,2,2024-03-07,917
1,2,2024-03-08,1094
1,2,2024-03-09,1012
1,2,2024-03-10,1012
1,2,2024-03-11,973
1,2,2024-03-12,1076
1,2,2024-03-13,991
1,2,2024-03-14,960
1,2,2024-03-15,1017
1,2,2024-03-16,980
1,2,2024-03-17,1052
1,2,2024-03-18,1076
1,2,2024-03-19,1019
1,2,2024-03-20,979
1,2,2024-03-21,1020
1,2,2024-03-22,1089
1,2,2024-03-23,953
1,2,2024-03-24,998
1,2,2024-03-25,969
1,2,2024-03-26,954
1,2,2024-03-27,971
1,2,2024-03-28,1085
1,2,2024-03-29,1025
1,2,2024-03-30,989
1,2,2024-03-31,998
1,2,2024-04-01,1100
1,2,2024-04-02,979
1,2,2024-04-03,1037
1,2,2024-04-04,1038
1,2,2024-04-05,1072
1,2,2024-04-06,1001
1,2,2024-04-07,987
1,2,2024-04-08,1050
1,2,2024-04-09,1035
1,2,2024-04-10,1104
1,2,2024-04-11,901
1,2,2024-04-12,1025
1,2,2024-04-13,1026
1,2,2024-04-14,964
1,2,2024-04-15,973
1,2,2024-04-16,1066
1,2,2024-04-17,1017
1,2,2024-04-18,1004
1,2,2024-04-19,1033
1,2,2024-04-20,982
1,2,2024-04-21,1021
1,2,2024-04-22,1024
1,2,2024-04-23,1034
1,2,2024-04-24,979
1,2,2024-04-25,1058
1,2,2024-04-26,975
1,2,2024-04-27,996
1,2,2024-04-28,1112
